transaction_id,customer_id,transaction_total,num_items,description
501,6137,18.59,15,nTLD40jgfFIVwCJ5pxCqGIdwAgXSGkT6MvXjDTDUyEPw
575,20938,34.95,7,brUr9kp4GUSkQO40vrFXVdZ4SR3T988Pmzg7P4Ze7ne
576,10669,81.07,14,wo9RDR226HkKbejUMwOzaEljdV7nL9fsjqiJn9
595,14462,11.58,1,ShLgQfRkenKWBITXIWOmOKAUJPgp0pXzP0tJeaG
608,31606,40.0,12,7MZp3sJEkoVsyCG1W9O3jwSoA
609,23404,42.8,1,3RgdYHBB6MQdKbn9Lu2T6LbQQ7SOU3Q
616,1034,30.7,4,DKV8HwLpAdNnjS6lyT0qRExHhFrKOreio
617,24514,27.22,14,yUQb8xumsY0CvotkKo6ZGtY0fmYHnUITyZYCMRLxfGcXk
630,21013,32.07,9,Mxutd0u4LueoZhlioHPlkNNDY
654,47607,21.51,14,tohKHsaaemWhhXLYbxgZyM
656,28667,70.72,11,U95KMFxcQDRnVO8CTi0o
660,6726,75.05,3,W2iqVYP77Uxu2SpShFuYwfNRtQFNH9kFVAFUgFcTknPNC
668,23045,22.36,11,6QleUA4vC1euLFRi3ZDirVMwPyRKgdAwl
763,36401,15.18,4,VBOMtYjIw9WgATICvYcwSYh6BK7ay5Cpc
766,3677,22.29,4,FtCmVrxqrUsdp9xcqFBMDuDViNP2oe52QIXaBT4U
788,7306,83.83,9,uIWwbtYmpxtWrgkQYjP8PzhHtVMqJNHwXrbzrWKB
804,41621,68.11,4,w20NJG9LKGTx0ppJHIHvf1WnxdWZW3oSJw
906,41718,70.32,1,0OEF6NEQg32NU0BAge4SLwkls2Oy4nN9Mdel
963,46057,58.44,7,BGSclWlxsk7VAUSlgAEvzjAUfq
971,14867,85.94,13,CGZqLk4xMyiS0NLxMAvjLltjDtGJxnNkCF7DWWt
985,35931,36.01,10,AcVVAmTDBHXwyJ4TLMTiR6tqVlPa3oH
991,44415,53.08,9,1HMyu0Tr4xHC7Z1CwVRhtSQRYXSiuRKY3DZQtbIoq0IiuESJ
1074,12418,83.35,1,kXCbsyoBxyd7kY9BBGIHRjEtBPAovT
1083,23741,57.91,15,PBMpvZ9xv5EPkR4710A6ZHC5Xf5N7ddELhHOoJWx1
1091,31377,46.66,2,FMn8dw4MQr57mUXu04YQjTDN4JMExXaORFYDE361C0Me2x
1100,22516,98.34,7,xzQx4O6bN1AHZA6iwUskjY8PcfvwpjuW6qfFSF
1108,41753,64.76,8,hgXLK5F23mp3ZYYanYhzdIi2e9nypKINKrPr0JiMxGVh7
1112,28254,88.75,9,O250TRojY0hWukGyNcLCoM
1182,47107,13.63,3,OFHhOy8i8LKflFF1ArmFDz80TO7
1185,3734,19.53,1,fPDK97ccKKAsxZy53D8pj0wKcs0OY31m
1192,3799,91.75,15,P9MMsS8cA8hrmZszcDZzH8Lj3
1258,14260,35.29,5,lFotX1F0mXeabpI5g77MvfGFm3m3TJFvoIAnoOwqsqOLDYT7V
1292,33661,88.5,5,2UpCVbUQGu5tiJbWFavVMDV5RIjna1sC
1330,48455,96.53,1,56inyYWIHgARsYb0PvrWx0nTC1rQ2x
1341,1680,50.94,8,eYzMI3mu7UFHCFI0TbZPqf3d5qdCWdF7GxRHd1v8F
1348,27272,33.34,9,8qK94Rz4l8qJ3QZ0gbI3sgul9p
1353,9086,63.11,1,yiOKC4qpScxt73ra2Zn8urCUuzFHc
1367,10709,91.85,3,ORRh5R08p4BsJsMeyXQvkZxqtQ1dnjD7iK32AbjUJLQr
1396,26517,51.61,8,QxzglUYRb3nXwawDLAtSpepSNaUIV0O
1425,21838,41.41,6,twnlBJdQo5GWf5MG6WZDaMD8z5070EyZxe2wmET865ELb4zdMc
1427,38305,12.57,10,1XscMAkaWyZZoqusBPTFln7leJWgr4tFlQBrM65Qe9rNHJ
1432,1539,89.55,6,kErSTs0rPNhuUSiwkMKIkjiKeJLieLFVM2
1448,35107,14.93,10,SQXTlWTCmiFKmaMsa5cRXFeCDKXPUHvDVvvqJ
1465,40558,73.06,9,7VKYx5g8V9xH5JNJn2EdE
1471,46029,38.53,11,ZAr784EXpetyW6vFWq0EnsRRUqID5XzavqbKWvXt32y4j2itP
1499,3996,86.26,5,IaPJwpxZqAijx267kj57XYFK6P6F
1511,4480,71.99,10,YpRydIKPOfytFJKSP7xofDQWaSfD62J4W7CFQHGaK6u0vz7
1558,27945,86.9,9,FoxUtA52PX6nhIPet751PB4y79B9eYcVv
1579,33954,43.51,5,VgSJJ0uz73jXSkAWNTvdqHjzbNH2BvIi2AJrhuBB7tgL
1584,40951,85.21,2,0cMoCbVD4ma4IDfYMPMeDOOq
1636,18359,38.17,15,OlM8W79JJR4e4GrMMcX8Y9ymJQ0bNp9uxwL
1641,37027,23.32,11,ouhVuXyYXuZZACPsoUxxeQOJu
1721,2373,63.96,11,bALFKVJrpcQv2kxaOAyYJlp6
1725,20064,48.65,15,RiAS6OXGciXJrnF49TOJjY7KWi4u6Md8S0OrKdEIY
1747,12149,23.65,3,sOFEnEnjwZ5lXg9HzZEpHi93
1764,29421,13.76,10,jEvTFQq8HxcI5VxduEblDV0H4PntXfvh1wX3iI5SQN
1804,43526,22.81,8,0IvSL4UxIz8KsFICxSjhVqOcOXTUnVmSyaEVIDUIdNR
1807,39373,29.59,2,GBM3ZQGJWsja96QEmQUYhMFrpGzKokDk
1817,11641,31.11,15,hJBxDWFeSWCWBjysKAXvYw
1833,46976,48.13,5,sajzsIXrsEnPF5NCMWBc05TtP8zDg4bFR0coiZ8L
1844,31198,34.12,7,Jm5K8AZ3pOGp4vCLji87VichMyjRlLaaGVTssYCtZk3gy
1851,39642,55.12,14,BI0g5LIBFqpkeFoOE2EPzJtqT21hFAZHtn38F7m0GxUKqN
1905,7687,45.78,3,Rmz3Wwq7jaDBHw49u3uiXi14FaTW
1907,25746,58.42,9,LMYcCqFEP8V48Tfh0cOD8pwFYIIXikhRn2LRpYnre
1986,35138,15.65,13,zK8WtQo3AkgL2obnAiE09PE1iF9nnfNu4Y4Uw9rfveM1ajUp
1989,28469,14.88,2,8SvtVqyXIKMbexyU0ch4O07
1993,44738,34.35,8,y9DWczKS097JDo2gZTSF
2014,28260,61.21,6,ZBZlGTzPLvyqZegsJ0BuaczddIwvkM5noZQ0ojd2C70rAV659
2033,22284,17.27,13,py8TjJlVkfSc9xCV7kyNE6y45Or09VDDbaNjZT4kjeOBgWnDEL
2069,9891,41.64,13,70QiV50rVbDucGmSasIsOrVXDfbtbx7Tp
2100,44252,71.14,11,QGNITruCMKKLiiACYetYehIOe
2101,40976,43.88,8,6hIoatZXYHYSdD4eU5MnLm2W03bX6AFtOchR72
2127,11395,16.76,6,I9KtLdv2Z0hlEDx9h4vRHL6iucvOAc55D5gI7krZ
2134,14881,59.67,12,n0SLnKrgMRAGLUHUaPU9VqWC4I7QX8kINX4ywWZ6BnwgbPm
2171,34498,45.44,9,WjFuPtZOdbl2h0vhJbKMJIey3J0Ou9pUgfWEbtjrJ
2186,13073,57.53,1,XmZ5BXadwwVIROTu9zX8FK62zt
2196,5233,75.26,5,k7sVEw4HSfkipSXLwFDjPrreIzak6mH8BEtIj8J4ySc
2252,31869,77.43,11,5Dx1ZPZfwqvC08dmxjN7nPEhWAMEG9zWT3G6CfbeRZYVFNhZIa
2279,41240,95.11,13,QNsqW3vxM0ynhGvSHWBvDmVY92iljD2AnrqFt
2297,26151,93.47,4,21FJmmPFWMBi4kdVPcoQhfij3GyyaqGug3hCkwzCjJ23Sua
2316,43087,87.78,11,6WLJISsSAEtQKa9N6ZUt5rFT2
2326,7072,88.9,2,yP07jKWwVLSKfhEOZRhiZ7kA1NGOOxXRFmN6Nwy
2331,18215,23.74,14,ttt9lVyBTCp99bskRMzyZQymHz6fx58gfuS7ts6H0quzSPTvW0
2332,41528,18.25,7,AkxXZcYrtpuCjAr5SCquti3W
2392,40437,48.95,13,aUbQtFUCgGPIF5SBw5m7E2EHTlrdPcq
2433,36015,13.59,7,428LjMSc8uoyZ1cx85drBuP2TY2zrckxS9lmRPuB
2472,19516,40.5,1,0SpFDleIz3OIKihg4vZrqcTy
2513,31552,67.41,5,yQ1Qz3G5AJbnHHdC6kBVPz1rd3lQhLalTureMDYYBOglOe2To
2516,6186,14.74,5,D52D7FsTL3zAiMi5ERCvdmvpvb9G85gsEVefArCBzOC1U
2556,21331,96.04,5,cCXZqIINuuLm7y8qw65BLKftdhVPPkoyNjjVNIjQ1vb
2589,27265,97.35,1,E7cM1Vj78s5HALv38v4hR3eSl
2647,18450,58.53,14,U2u9mHUDcylUkdunvbAHj5
2649,47866,88.08,14,rzhpHwwVQWntaHyVi1v8LdsxDz6p
2674,7964,46.89,1,9LbwtzXJshDZNcKLSNeLpj
2742,162,84.82,13,6SAVFSd9kunTT4saRzxy4peCbCuYgNTypNeG4P0ewNy
2798,4650,65.22,5,YMOkLeT0aVYJTI217eeMa
2833,28446,16.89,8,npIA0EddisC2X8Z5eL3nx5QCxEQ8UAd7Zv0aCcQuWqUcF
2896,42471,45.41,15,hJsAbFgPDFIkwoOozp87zlsg
2899,27223,95.46,14,l5vwBOFmu8hgnv4ReweMud
2951,38565,15.33,15,kZu9QRGwYYvY2H4CENcj5t6JRps
2965,20601,81.86,2,KV9Yc0VP9eVdAKEnUOy2bzHbpNly
2966,18579,23.71,14,NbauhBVVnxuRkFXmOVCfrgt70EoVmP81uNYQmAOJ
3018,12641,97.29,2,Jk9rNO7quAUB6is6kU5LUdddILguc294cU3l0Ose2Un5E23Z
3019,29910,42.34,11,puFM4VzAaoBmVVbbdl7kdWfuTART8WEgfLf521gQg7WAGs
3048,19403,93.57,8,6DdZ77yckUmCEyxgDSSVrtK4TkO9RO3h23dhxix5r
3055,28355,21.72,14,D89tLroCp92NgSuEXxVFEOg80TgUgyOCX1csOEpQ2BxEJz8rC4
3124,5142,86.77,6,8xQHku1fSNZzbl4BfcPe
3136,19457,99.51,4,kGfD9uBx72EXV9CHUlVK4c5luDJ
3239,44487,23.69,9,jtq1MEtP8Vubb9TRrsb15UVCo53F0nwIVH9tgUus9iYp
3260,28528,70.84,12,lwHFOAWQ8cvUgXZOEMgCkxJ1DKaGLEnnkiKM
3266,33598,41.92,5,zG0cXQokZoVIQa7NJc1qzDyr
3283,47643,57.73,5,6GDUSPMUK5ZchawXkZkxTjZa1pvF
3293,12610,68.69,13,YVUL4ITDz6WR9KHUceQ1lsOOz2HnliuaGRGYiQOu8OBWq
3341,48853,69.07,5,706wQaMYlSCDCZAXhdoAmvBridRzyb7PVjPi
3363,42584,56.0,13,EijwWy1InzGOrWfsSSftmwkBP
3373,47507,31.27,11,APnbEBiZtFR0hj5MFLCI2QB
3376,21158,51.77,13,b1wQ5vBTBcFfbgHFdH0OqQMX7IuyuiKY67AeUjeISa1
3389,27936,46.02,4,6Kh5udlip4uI0oXaEqCr6CSDlopqYNPF3vLJ3JqVLGma
3390,22305,57.26,11,TSyHOn5raZTNHDUF7vRBz5jHwn8XqvyPbDjNHpcERvLkOqEf4
3449,10729,68.82,15,IdokxR2lZTqGcKCsT4keaDsZKJjaMsgJaaeQTAAaX1IqXhSVD
3479,29554,81.2,7,LgY2YWwPyIGVWGxmvG4k1mqJ3YFpgC4IUMP
3489,37521,51.84,3,Wf21wh5qG6OuSygkaDcEegebZdHruSJ5wIjBH1qhAJ1
3521,28394,84.67,6,z9FsXk4uhdJ048w7kBahQPL26Z7aYMxTJcjXG1xxzmLK32Wrpq
3553,7252,58.24,2,E7bfz2vszfwD3eXJfUD6bD6
3570,8475,84.21,4,Eg7CzvyU4SzhWWnoFBOQQa9FhiXdh1n4FhkPu2uprSsF9AU
3607,26322,15.84,15,Zb6ooEbFbvp7xCjYjn2CJMk1WYfIz
3620,46981,95.09,2,C0CAyb9j8cvC3xB35z7k5rso5Omm9StWwce6657N
3630,10448,29.84,7,nsad67vArox1WRxfmQdYA59zs5gwOf3dhhTIK
3648,14049,88.18,4,ssWUlGszRsNTsLGkXcPW
3649,38367,46.58,8,dZjIG4Lh24cWPvn4LV8zpqRMH7BRahRliJq2Imu8k0E6m
3681,37778,87.23,10,7gfvcaZF3MFGcyP2AHdHLPOqe6EYeuS4QqnHtTWPOP
3700,20989,33.23,9,BgmTz2IirZ1hwwJqXjJYtE0mrZwv1OLRL4T
3701,38849,88.4,5,TJw6JQK1Au1283yJikgg
3727,4967,82.25,11,bu1XOVvrQU8cVfXKrQeUHrHc2OVnfvOJybo4nAMzxau85
3750,27584,99.41,6,Mu8d38UwVwegrjVw1PEovoqXuuW87DEwRiAK2fuJlkFw
3782,1144,40.18,5,5p22Nqt1DlkHkDNvvH0gpOvlIfGVjf
3795,7817,81.52,5,JlQ0p43M4u2qKyCoCbekf1zK
3798,45352,91.39,10,C20oQfQDMyfUl20kMGDQKWU5QE7F0mHhSGFMn2Yaz4XNzqT
3812,4982,34.44,2,6eQL61WZ20gPnEZtCKa4r4Mr961rGPIH9kn
3814,27989,43.44,1,kMs8hbnM1NThxb3wyXauAIvPfZBt2iEHLg6EKIh4D6MW
3834,5578,47.94,6,7g4TOaMkXY6gahSh7v980rNdK81l3XTOKjAJjNlquS0R8wv
3865,8396,64.09,14,lM5myoBkB4ILOsOEdgL7w6N74XWPlI0
3876,41532,53.65,9,n58Gsn9Em2XcoejFO1ga8ya4v6f4Fd7gZcTgDZau0nZA48vB
3879,32697,94.46,7,AcLtu9GFA4TmMxwShYM6eCi2Y4U4upoUufnut7
3923,2196,99.51,15,94vCoEekHWpxhraBfIo0SV8VXoIsEfjEgwG0vzPGFZB7xK
3931,34546,52.61,4,Mn4fUyQgmrjPFJr6InRe7TIM6zCM2oKMldeVj
3951,24614,84.57,7,inxFAdvt7q6VPv36DbT8YWjvqmB
3952,46372,40.07,7,LE5iPAKbWiot5fe8J70iC1lT45cv7PV6isa6dxvRJEcVdL
3992,42933,63.8,6,LiDwoKBeE8FiQqoA92kKz
4029,25943,42.37,13,i7JkZv6pZCdmudUaPng6adCtfDbHN0PntL
4062,32215,40.78,15,mSN0tD31H0uBGwbh7CxnPE
4064,14059,32.93,15,IPnIgaOJV9libUbOCideCLGIPiWfhZztFi5j0a7oiljs
4114,48821,42.74,1,2PS3IpKQbuCRJ51EwQvjus0dX
4134,25983,69.99,2,rbipoaGpWUnEAhBB8TmlTsoJJmN
4143,4394,86.38,14,aHqF00FeQ3MHxa0P7CP0Jb5sKfAcDRX84PT3Vr
4146,16187,53.63,13,5FRXYDZ1DXfVK6amVHOTlVcgXnsqeRyEndOZWy1sHnV
4197,45427,69.57,12,koafCerDbHiqz1mS2bQ72lHOVeIufbQY1QQYBgm
4199,49953,53.34,13,l0s63hwwDZqZGRvoBArqUJ2bpTKa9yZeLrQShjYt2lrLq
4221,27067,98.4,13,I5bjnZQmHb5tjBzjyv0Cn
4241,26135,88.35,4,DwIORjCh0Y7XgwWUMDmSoS7gumsB9yNBPAN4n5KdjaGOZpk
4242,28401,39.53,13,EexpHjUmGXtpmfhXrhUF4EdedDQUs4oAvE
4243,19117,76.65,10,Vr6woPXmVTmmDKWMfrbnvs7lA3p95VPi2nuZ7ml7eyT
4257,10977,46.27,12,dtF9qgJ8D7HsIF8UKPXrWeLPsWxl
4284,31430,41.39,5,KJbHdyAnNto5fO1aLjuNmV5mk0iXIYYUFk0BzRgVem9zELjXZx
4301,26066,14.76,6,iVZVRvHmY24lS1g7khuGF8UtLzSI5sSYbEK23DXncSy0
4305,6666,65.08,13,61p5JsfaRXWK1rkX4qIWtI9cNfpFHGdsI6NRneFzSHKdG
4447,1555,55.72,10,eN9BuALy1LErDq4B2jStNmpQQgWkCFUnm
4502,46052,68.26,5,n20mZa8ULKAqwg4v1kJ2qJhQNgwImZbVlTIyW
4517,1467,71.2,6,vjfeBoowHIyK7TwtoxNXKVifTFB49ZsjC
4598,22909,84.42,7,MqmkZ9bvhju57TyWnTDFXvA6kazM62uBhEHhwv2FuWDTf
4604,5830,42.37,14,ekXjrEn7oLx5HxcwnOXVzZT4xQHM1THfeZBgBAeZ7eGHNshEjU
4608,27376,85.92,13,FQ30uIv2qUKtLFVOmDN5WG8vkMK
4636,24072,78.04,1,9A7FCy9ziHZc1vNn8JYb9vM8c6XVRYMtN5jlAwkXfb
4652,35969,34.42,9,4WcygWpXXs12t3UM4ba2VFx35U
4669,2230,71.52,1,6McS7El9x58q2oh0MnY7
4674,49287,10.69,7,dZR7klk6rPPYFR4dFK85jvBjjBnhZpHbnA5KnQQLef5
4695,6311,10.58,1,hC33w8VkKAGPm6oprXKnaV6
4720,5465,25.51,15,FyZVM89a26AkRporQFylCxbEnXWzlaafm8yaol
4757,21793,16.64,8,0CscWOe7kRmsbxUGPqO76
4772,7247,68.4,14,06ijLo9UcuwOxgvuORVj6
4803,22233,20.76,5,riqFo9slGScIU1yAZbUpCzIlP
4819,30810,87.88,14,rchpnBtDMlKBgFSbYxcvaOwAxYJ
4845,14167,54.07,2,aqqFwV5uaFNrxZY5kEL5dG3P7xXuMt5YtF
4948,10703,99.79,3,lBHIv6bfFBPiAaqPYGVCE3U7sISvLd2EKbAc
4965,40658,68.91,13,YCidh55Tgs1Jq0WiZE0FYkFzH
4968,17598,56.34,3,z4ZAoLVkfqYyt3DVZ0jJoqCGmWNFTA1I0CyktZrSweYCUvqvfE
4974,42615,31.44,11,0vf3fMGYDEzzgxKGKRIIljUReYVnhY9f5sdsSBLlFJT4Njq
4986,42664,87.75,9,BKlPmsue0K4npr1O0r2dNgMlLoy6lx0g25LwdZmMY53S7NipSJ
4990,44823,39.15,6,LIUnSOL8i9nL5sMlWWECMe09w1CQthVB6YMIf2Agy0d7
5008,25674,84.33,14,UamHsWUr0b1gYd2fI6Ku0
5059,31270,71.87,8,CXlR9TO6ugfFxhtm4Wt5toICDZaremOKXmxEa2hLh
5084,1419,40.68,13,M6UuKqKQHEhgky9woOrASkJL64XX
5090,45122,79.52,9,T0OkBNIXCJqVpVf5RubitW
5091,31003,64.29,13,MPKG104dKtUHlvZYJGMojjrYlCAuU2tjfQyCkHx
5107,13847,14.74,2,VxIlxMGttgjFLa5awIlw2KWZLpTIB0OhhFTxSn9Ezn2QN1plY9
5114,27724,45.78,7,sigJpzMhPHtZDn1wpIezlNEtfPbkONcl1aEfxV7h
5124,9504,82.24,14,GzS6h7Szr7RHoqr1DT0mfAYSy3Z6PbNbKgtKrcIrlyNVAkx
5159,39476,38.75,12,ysc1jlbdJeigzOJiStrWKHixYnjUherTZJqpruZfO
5169,9187,11.01,1,wAFu2CC4SoXz0t90JG30xgM0zJoMj2gOBlvkfJMnvZHktJ
5187,20642,57.65,5,Q8RcmfjZRpZqEHHhlkIdbolOxWh5unZx5e0SABwIYG04BqhBtI
5188,13073,79.25,10,bKcRmAOlDOsyJgB5t3tyqh01d
5240,41347,65.87,1,rSl8I0kj6ECKhEIIUYG3i7B
5285,28178,29.19,2,2VZsW53CCmYJyQMa54k5yAJLG5v1ae2rtW
5301,47239,16.17,8,RrDREdWSHW5YnjO89VFV3CFwosr5WDe
5303,28460,45.52,9,0yB1tj1TrkhJc5Dq0JfY
5307,14129,37.19,7,ahBBWTcG5BPNt52dM8A0pDhnd2Y9rBxAX6kcnaM1TM2k
5313,44312,59.67,6,3caZaB0V0zWeaexhHGIhzX0nh
5364,3649,99.6,5,sihbxnGtFlKaLGgbR2Fcf8NBN0Hn98ejzSXQSazApe
5374,33909,53.25,13,37iDXDHW8ABM88XI9H1Ym9eNBHb03boH
5377,49282,88.29,1,lSy7qkpZJLbIaSJdu4NlZ2T
5482,23972,78.04,4,uh4qB38m0lLz0Btdqch6JOXjk7zVa6Nr2Uts8H
5511,25925,77.36,7,XEkkeBcOw0z3lTPoc4angJAT0s6gCCBzY0Yg4cPZliCH
5533,7666,28.81,2,BTho33lsTscqUJrhPbxib9
5537,16897,97.83,12,lgWX4FQ5eYMEVpKxgcEwa82
5543,33024,14.31,7,l9ywcWVqzux31tj7JNfkaZxdjD
5594,38018,92.15,14,lxEdemURDLiOSz2CiScpLqCNg2h3n0n16qO942nooMKv
5603,44260,68.28,5,f9Nua4EcdbwhRzlcUyvNu3owPvuNym8r08rWHnBP5eGXc6
5613,8868,71.13,15,7cBnNkWgAWHhaZs5c9e7lI6auAs
5615,57,12.67,9,8E86jumZPqJERDldf8cIKSBALkSB9f
5648,11245,88.06,9,2cau2QHysyE89SuWg1pPdHllJ6d0kmRS8jg8TxI
5656,33832,90.48,10,jD9LavYZVxh62XaidxVVTEw1JUzwAgdCtdhgmOHZB9
5687,18181,93.51,15,3QI50lIQ3OwaMPvjoMPTvXVdpXjT4F64ZlRD087
5689,15986,27.9,6,AntfLmc42q0uH2QaMtV0lZ
5704,6060,71.75,10,1FfyW13sKLw8JIvl9n5TK13
5751,8309,54.26,11,pDyZKo0Nj2lSl0thbT4GjVAtpz1XdJuGIJefKIwSKvbwWam5W
5754,42028,84.51,13,vi0IIckeJFdMLIjzY6iLqab4klcFe6RVeyUkm
5760,33058,14.01,12,X56kdfvr5zJ2SUbEEXaPAlZrAOfM5nqM6yf
5771,21612,13.09,2,khqyPfJbvChsdC5JcUHUuztuJNL5OlxBBlEV1FWNPG9KS
5772,9845,79.56,14,8xq4BBLx1Ngsm8XyB7yeyjBNvD0zFQ
5778,24730,81.45,9,ZVxtGfnR5ZxUmadu1dlvUSqX0xS9OivqeQys8S6xuo65
5784,17619,89.01,6,RBQ8vvzAMtnjW5DjUztIInwdSKrJth4Jgf86fppec2
5789,35343,81.7,6,PjX1vuRxoRGdQPCJf1yDgwV
5792,48979,31.93,12,HBvvU3lMyFTjDLsB4EQt1Ws8AfPAhT4JviBBZMF1YCsWOiYsq6
5822,42342,38.58,5,6kVSYt5ykTDx0Q456IO5tYM3w8Nlka
5829,4095,80.31,8,q7uJ46D0AA0JgsRiajSd37153OKopz6yAfNHlATYMCCsC
5837,14727,14.31,7,30VIGAfNbEjzx7cKNqfmK25ot3nOHRB
5862,7969,36.69,7,bbjM1bkzZyVKLCpvYp6RWJToXQEyCxiZhCljD1eNkay
5877,20920,95.04,10,gO8cGOOgHdBbzgDBeyGgLuDof8lLWpEZRPM
5890,2977,45.9,5,IRTWSipk4h1k0xMkjdyAQRwBJ0yAL26PSvtVFoQ0
5898,12850,10.86,5,TDWtvI7lMsGpT3vPIvrzLRUmbv
5900,32725,23.14,9,jUD6kuQMkEB2lSCTwsEx4a7U5fRUelHfpmKGoRyzOEffG
5935,38735,78.03,1,kPbA6r3ElbjIjCmMrkcDuwpnXO
5938,48539,67.21,12,9LPyPscqb0DRRIJEYgAo2LpIJdLuhHxwNXkjXDC
5942,2071,34.11,7,2uriebFBNL43QfL9pUMr47VuqurhzDM5V0hA
5951,48557,90.98,6,oB2SfiKsLa3w2y7JzFkVBO
5969,3883,19.96,11,Xpu0LWY54AVxPTezlsyFuoLZGCvsz6ebXuQqECQRB1
6014,14641,11.48,13,HWrbCCHkhYsYlov6IJVHwINQx6eHw
6103,46548,38.39,2,QR0uCIJmR3h8c8uH1gLK0so1N2jpplEko61VxMXsANMeu4
6138,35550,36.05,13,WotO5NTgUY2xwGEHyWh67Ka00VbTvlLonAoeY9RKWcC2a7n6wk
6145,11795,76.62,2,L2U576h0GyXQfhKe7bLrqWjrrD3Ju4nj8QPAUchOv
6146,43021,53.28,4,fyxK72UBLBlytP0Zp99QMTvb4MME40Uo36
6149,1807,96.14,4,0EmcIPsxGGb81HTSSRfZNla
6175,49080,92.94,14,jTZNP6GHqWkMbCJwW8Hzb8oajGet
6176,33916,62.62,11,jtT844rmTYXHO1lqe3dF4IPmmKsGSiyLuJiCYwUCo4QBdpe5
6199,44334,45.57,6,aYwRbzxvH9LnqrVXFr2TdQRJ0aBIkRf5KhVRylmWAJDjE
6284,29084,81.41,12,1Y4XpntOY3GKrs7QRCeU
6304,20055,40.7,6,QHd9zVQbc6kNemQYdBYWzU4vT
6322,23522,62.12,11,EXkOwsAHAJ8k9blzbU3ADUdoaD4v1lJncETvgx
6332,32825,11.06,3,BqedCIKsyFJHpU2kuss5bgJE934RDiPUiVLhxn7erWAmjy
6337,14093,40.24,14,5jHV13Ee4VtWVdHl01WvpcX29lIYqedCZ
6356,39276,48.05,1,QNjde1vfEsA5XBGKeG1RITPataWE7tjLSjxKya4fnVzeQhDQoc
6366,1015,46.86,6,fyQ27tLVgZ4sfJgYff6DiTUsIpQlSm8w2gNOD
6374,24526,70.12,13,sbx0TOAtO1hXzL3d51Hayhb8A4DCZjGvX4nA
6412,11983,69.69,13,kmFkWCs7Y1bleRqreI8f2wSdJypnv5QwDBCeUq0hmPDwpIFMX
6441,5667,22.89,8,jROIZY61Ko72pENuFviv
6442,17596,71.75,12,y6NzBwgghMDWNNFFrLSaQNkOvQq9AHHQOrVypmF
6490,37480,54.38,15,6b5nZzm1HaVTv7DbeVdQ8ycd28
6525,14988,82.09,14,jNhSUwWgZmZXRcyWicEklx3MKi5GBW4LEdGP
6617,22491,71.17,9,HPjpqh8xB0U4AuJVFWy4
6629,37422,83.28,15,oqoKmUI4RNBJmRNEhQInurrkUY
6639,3432,40.2,1,lPvVkfMOGKvzl72UAmu82P1pPhDYewFebSelIf6okDnOpLv
6654,29053,49.36,13,8Tt539ftio4ypr2XGduK9VFT5Y3dej52lJ2wnug21Hd
6666,38523,49.12,15,wWLpB4s1ayXpbEJ1jWbOKoVeP3m0JaLRIRgqaE9VZ
6704,16148,70.11,14,HiVWCio4hf4e7Y79Rsr1Q7SmudeXbyM7HbJObEYuLKh3Ecbt7h
6732,37277,27.96,9,jBESyXawzvdZdfAC6ZhbXvohC0PZNIAfg
6780,31994,33.75,10,KycCEeOsVlQ4I7l2HdKoHBrK
