transaction_id,customer_id,transaction_total,num_items,description
644342,45542,78.0,14,CFU8RBnIvJc8a5LkayUca0HFcyCxvdtJkY55qzUf1uzHHYXUV
644469,39642,90.42,10,0ub5MzTNZPf1KjfZNy5lSUWSU4SWL3PuZ63
644482,34798,16.96,13,8lzS8mshRfS2mxnt9WcUDJJg8bMJKWtpnuH2WYCK9uAwJYymri
644499,8416,62.37,3,7HCHfig0NwpXoJ50gUCNGQck
644596,25435,91.23,14,XDv1QCdA54WZUr3iTPEy97A3O9TSGU6eL1ETibMoqwbktiKLt
644604,18647,27.44,11,1fEejkkLNx9jaKkge2tCEtfJ
644620,27941,61.27,5,nOIY1oEClkfwckV186bD9InNxPxKJaVdsE4xMu6ks5fHB
644661,821,16.46,1,dCwjDd1HNvthr9HKyzxkWdb474L6wvNQZ7els8vKs
644714,21593,40.79,7,ONoPC0A8Od4MwWCKoNBgQsiu7hCho23r6Ks
644718,26557,17.66,14,0eNj0d0SCygxeOKixuspycRePT9k5iNq5tOI
644752,16889,44.94,13,5pLIfFy0LWat8hPDtCUp
644779,35072,10.16,5,1lV0DpzlqRecTVVXNUXAzpoVwE5kK08JdEYcY94Aps
644821,7705,45.03,13,W6LG0rDYWkUlkFHTi0KXyAoTKKED7bkAXmVg3AKris7BM8pUO
644823,17198,21.53,6,3pMf47kTc7LPo3I1FpqW0YeiWjwETTjkuU
644847,30332,34.93,10,usVKnuYtKfmlS3Ota05H2KzpXyFvHOmXa2Tq
644851,14160,57.9,1,S1vn6pdmDaYcyTLIsppK9gYJMj
644863,25523,91.55,13,pPRrjgRMLbHpoyxeIeNnNx
644869,38175,73.66,5,jek9wKqQT8XyEGXwgDGRaw4NH6
644893,49753,43.65,13,FXuu0PhSbxOqzOzK1FNJtv
644905,42961,38.76,3,kTIAhTKv4giCNGkdUmifGZGE
644919,23701,27.29,6,K3u4ywQJb1oCHxDkTj3kvggjzSsR5yuQx1KSI5NN46
644927,14383,48.86,13,FPf1RHmeNLmh3UWDNxz0RLjK
644943,3737,43.31,5,6gyGMx1pAck6fx43xqsr7Vpi4X0LEgFcE4DqT39SzeG9k
644949,21775,77.09,12,F3FaVOlNFBykt4fcByOz
644979,33704,17.67,13,x0daVH1EQvLml0myDIaEaYkbEBHeIbrgFHZ0TyhIx7p
644982,10882,69.28,12,49JQerJCodla6ICHMHwxhuT7I9V
644989,25344,99.17,8,8KWnmytHVPk31k1ousBa4b3oGVGLpm8JVksM
644991,3193,57.8,3,eqoAsVpMwViq20I9VTmfqHnPQS
645020,19258,12.6,4,woQ8MKA1rXaP7ujDX9OJyE3QSdZuDwS46yUtkCWqRnWYNGi
645025,47588,48.6,13,gi7jvLPeodkbEZM9nRMWObAsSwAvBGLD1z4ekbxFGUED
645048,13591,56.85,4,sgBBOeKgnc960gMBWAiqhV6PKijckvDeUAJMDI78
645052,22034,90.39,8,z0p1MiNOQdupAppp6ZaD3BdMLMdJiHxuS
645067,44730,97.95,12,KiUV22xe0EaY7yPHXsQybKhICyK
645082,15665,38.1,1,TH1PZOYiJFKHItExQocJdtDhIOJt4TEAk326eo9uQge3AZFo
645099,46814,53.81,11,R30GQcpIOjUHBFNDFSWXn3C
645106,47517,58.51,4,3ZoRls6cdHTK2KsbZS5Dp
645114,23593,44.02,13,K7SK5k2qB5En2DD4XzaU
645117,16637,85.07,6,hdqUkPQ78gFisBSEzPJAG
645131,25978,62.0,15,4VJz3g15vumgDoaDpdfzydrOWuPyDW2lePASFaodCUV9V
645135,6745,60.76,9,qMmVTB91wcEzbQhFeGMBdDVvLds5cwZUwND3YZcie1ukkQf3u
645151,41660,58.41,1,81ntD4XuXOGYRGDwBOA35icAgBEFxDSpUVfFpfJ9HVyi
645167,49874,75.16,10,0o5ebA8RInTh7aidT0hVj944xL5dDDBnaeWHiBTnPNlC
645191,42236,47.23,2,NE2fYx5NgI03UUh0FXrj1Pc3RV7WXQWVAB
645222,23176,17.4,4,NzLaHUbtID4Pp3WervWSc8sWOkpEoHt
645245,45359,88.07,8,Pp1USxc06Zmil76rzwR0H4JhGkq3A6wzeH7sBkdH
645268,22688,95.21,12,f5ZjAp5yrleBUx4VZKBMgAk
645306,48923,75.94,8,TIU4pa7dlz4niENSTYjS5rJiP9Fa1jFD
645324,42122,17.49,11,cKBkxuyAG1D6pFZeN1PGLSBuiwYAmblopdphZ5FLk
645328,37365,69.75,6,7kfpWy665CceKVhnYHxu9WN
645331,29830,34.61,3,gUjzMbcLdh7rWWTog2ReeO7UCy
645341,49049,69.51,3,nhJc1k4mzOq4fe1BJQug3e9nxH5vX6H1aIRyWyH
645346,38562,89.22,7,Y91fkR6KaPGwjilh4tgy90Bd8ggu8UcvLtKhnPLspdHNc
645372,28832,44.54,3,lrWePhDOnNIbWjklYiIxq2D1XPCyTKSATWMD0fiKUhOrAE6lx7
645373,30970,71.97,7,p6M9qbwRpU6tAOHcMuB1rocRMEdTNrAlM1s
645374,40139,62.64,11,L1Kl9VcvCEsCX5Y7dS11nARh7ptV
645379,44170,79.06,15,DSJbLW15Yi32HJnmcrks52ajA7z00bcuAnuOUs0C3NG2MuK9
645389,9503,56.5,1,SdQ2IB3FqOolILOz093C9fR4
645494,40271,52.46,2,HTIWD9afUXC62fuLH5Pa29OZdYuPPh
645502,38297,63.17,5,ioCtAW4w1rSFKMBWUFN0
645513,8620,12.87,2,Q2RGn6odtaDbEHp39MyaOovUzOyXayIfIBOZWZXEbmH2xKk63P
645525,33998,28.3,4,oc7v3ImwZn1aiqpueaZvPJxbcq
645542,49096,92.48,15,g3QTz9QShh0kJWnTXmkCjr6I74
645550,12387,26.03,13,AmeDrIXx2OByYG7rFj9negr5aaiuVrTqpmA
645580,45276,66.77,15,3Ds7dundIsNKbNFDciSLTlviTyiinC
645584,4249,40.25,7,ggFQrdtfSOKN5bT7iNhzgDZfeRLK6gQuwxGcnr
645597,42451,82.56,13,tawf7UxmGceCkzUux3bAcaMqRI4G
645645,18843,83.85,13,mfPMINK4oATZYLb4ViA8fgWISV
645650,12120,20.59,5,6WOVP3rIgjlyY23ZaMxyqTkHyPfeHJqe
645656,49917,53.62,2,momviXDUyvf1ryGcRVv1NT
645660,32678,76.78,1,eZuAR7W6nXmM6z40uaddi8f
645663,41672,43.22,12,kANPZCY3f20S7rzqBfuHcrhegp
645707,17349,15.7,5,n8wMWtqofUusFU2YFNwzGR4dpyK
645717,28913,66.37,10,uUAlNSwOtlsjnoVwcvNfNYHt6MRP
645758,46426,35.41,10,JcuVmcKvzMCvbA7G5tYDn6ltkcUdfoK0fRMM033
645761,44745,99.6,9,PlPUKSCx3TIpo3xE6ivNVGg2pngNM4JgV
645811,32440,93.79,6,fI70j8DsNxAi1zcXKpTBuCBzVYfeR
645817,4302,26.3,5,nBMqtZmxPHZTN5Ik42JXm34KkH3LfpxkkteB
645823,20465,47.54,1,PgEvKp4QaVfWFqDGNISxv
645827,10830,48.0,15,axftMODlWzg15UJKmqvQ88IWIHWroeSTPajTQgBKV3d5im0j
645845,13208,16.66,4,zg7lWrbnbZrA2XcFc2VOqj3v0ovY1K0B6aLbX
645852,14901,75.99,9,JK5SfN65vm30h4rIV2vLyaWrOj9ISwR4heQ20nJCC
645870,18370,45.61,6,TWwKNIVhjZ1x4VrTlxEB
645899,49081,70.69,1,yPU2DrazfKRG6iJWPnSLWGv1KxghiE54DwTSi
645959,45025,58.62,12,ACmdPqU5xTyqQNRsXpD2fcC8dNSZ8Rh0
645978,986,99.28,8,gfdV1z6JuxKFwNoa8Kghp
645987,5011,64.63,12,3XvqDM9HynDoR9PEOWdSgdKK8JfHeojtJCO3dqX7pEgONwCqhp
646044,2495,20.54,2,vglM5V6rrHRRRgHE913QkIoNxlHplydaJFlf5M
646073,45185,67.82,2,lBo3xnXHHs8f2FjRUsIWRPZCm9u
646088,18569,28.44,6,kv6ZOhiGXSv15EHj0iudhu0l
646112,15745,84.56,1,KPAatgEBCDl6LYSKedsHz2QtKl7Sow2stdq04ehDO
646128,40082,83.49,13,lWLFMCrecABmx9gwnX1i
646129,22744,31.91,9,EnZ2eZppbQSYI5xoowsScrt3ANglL4DLZ2
646130,6653,10.69,10,MLomVrppooSiJdC4HqpPYW9gDuXWzSQoWHIqq2sluuJklDlb1
646214,39159,41.35,6,2yeAoR2vo6TmR0nfXTba8zGP
646235,41625,31.79,5,9H8SJd06gT1GtYXr7BHC1aa0y7cZv5jg4aikj5NwEyRn
646270,22275,25.9,5,UDSPuDWeh43xOpWeguz5ipCLQMC1abywEP
646300,12591,51.94,1,ERVRH0w4C6AgFCEuJzy3mMXF3AsYhx1JDuIk2Kip
646304,18672,93.78,8,CYZiar4pycJEarpUrNwE
646318,7431,62.02,11,MaairRHL7KDUhYdAxQ1Deaku
646328,41091,74.47,1,bfwPns03u3IisON79i4q9BOmIByeBVPnxVExGe78zb31Gi8U
646365,869,35.57,10,9SiwQhoi4OJVngZ7nhfEgIBKhu73q90
646384,46298,64.82,12,wtW4PlLmsnhc4BvYyOjfJLlEVA0aMPZJYJthO
646389,2520,48.66,6,5Lcy12u0tjREwuEhrdHUcZanJDPmfBfjF
646393,17997,16.35,8,jdI5Tr22rSTI6SfY8AyttS0d6hlUkdYUkcMoDOPsIDPhD23fzU
646404,24457,73.11,9,lExF8u2K2XC0IVX73DbugWsRuPTG4tz5E
646417,47903,90.58,9,gLLNVJVJmVSSb4ACeUzdVdKw8eFGFB
646422,12957,65.56,13,TztkdWqoZwGqBgcTqtyPZHualewZDS6MudYXFZ6vL4arbWC
646435,27215,42.32,10,1GrtzRye3wj23usPjwiDAHBrT
646448,41089,30.76,9,wiqw995l0If01a0gKoFUoFOpDBuUX14W5SxT1mRZ
646455,43828,80.48,2,rjw9yFApXRTwIshRQZTWm1JCiZC4VzUO0y2hxUbbdUBhEv4bN
646552,41928,77.04,5,EqQyPf4eBGKsN1KxAJOUrrVzF3e
646574,41673,61.17,8,3uWMShJiRH96y8D5Alc2f
646583,9119,33.58,5,d9AJ2DmMHX7GSE9gtsYPbbxwBU
646627,41615,24.35,4,HhxxmBtpcnStz5YrcTNizXV3xmOoYHommymFttEircncEW
646629,6771,33.53,14,h9D4qGWQbyiPHUoKxdxWu6w506pLZiqMncLH4O5
646635,28568,85.24,9,nxYsdSS203DFy4AOV3a7qyzHDz7CtSMonOsU1VP
646719,28189,78.25,9,eUPX0LhjtiZIpz6PTMuYX2NoS5W1Ia0PArTY2I7r5EbkAhia
646724,45008,43.91,4,IJ9oUKPhT08TKxeJWHGYXeS2hXgeJpNw
646727,42177,90.54,13,1yBqWOuWcsoQJHAKyd3AbZk02DPaGav
646735,13657,73.71,6,ClDRhQD8Zns19AwPFO72fayGDRkVmj83iZ
646746,12714,26.5,11,KUDVyXidnooajsgnL1pvda
646778,22312,15.0,6,4FASuGLZr8kIjJeXVI57hJwkk5t
646802,817,39.58,8,aRMwyYk8irc11T9Ui5ahqlbP4XfLgzW7HT35bQ7Soug
646828,26539,13.25,14,TvmBt3kQoV9zvL6tcV3C6n62j5Edr
646837,35134,11.52,1,D0pFIFq4TjgxxOk6uPC8bHVB5uIFKRAsx
646844,49414,59.7,13,oTmQn5NyYuzJ4VZMIo8h
646850,1762,83.5,3,XjwotIp3vSYsUICfLH8MN6Dxyb3LLsxA7kfzncEx
646878,7381,11.62,8,LUpMNFirByHCBFKbhTILmGa3i4eRXseBWy11YT6HTKtufV
646879,11717,77.62,10,RxdccVZHAWPTKVQ1sPcDMkJuRC2X8KVWDOr7cPX
646900,43876,32.03,14,5NFPjgQs3rUA572tc7mNtA0jWAHlYlBiB12
646903,34873,81.13,5,c0gO5glXD7KSvWEXbAsgNvKU0c0DLvSeW0qM
646911,9645,34.83,7,CL5HPOY6yC0gv1TD4QkryN6AAE47KPL
646913,44639,44.36,12,k0hVVWBJDuAM3ekJnC9QhhiHJCksH5KKW2KtyyBi5GE2X9
646940,16087,24.4,1,Zr1KfA39yROyy6voV0f11RUQpQ3U6p9d
646959,2727,93.76,2,jBuhCHiUfvy3vxlovWcaUXJWFCALSP55AkqUfzGFRDFRUz
646986,26669,51.52,9,cgqpPmxXfK09vxl8Kxpl4hj4KUOHdtAddkt
646987,46604,65.11,14,ZQINEugrBUcnZYJ3f2E4D4YV
646992,30184,90.28,13,j34vXeLFlMnzOG1XVjYc
646999,13696,66.81,4,1pTi5jgiKC6fY1kFS2gXXMME7iZaLRb376073fNPgbUcR
647005,12262,66.78,8,VpfgsOFY6j8yNaE68zNoX3QD
647055,3990,42.8,8,wcsvt4zq7ovpszQGy5jqrYJSerHzUu73uxGmEwqz
647074,14011,78.51,9,vXyoZUJBlid3CaAFjs3R2fO8yk3ogfbg9eRn4
647080,33093,78.61,9,RbyVXxgRDw1yK37DDbUVhiiSDz5JNsU9Db8fA5PhF9
647084,43711,35.02,1,Kxm2B8vwgf93DSnGJDiKA1VVDg
647090,17011,28.89,9,vVQO7J8RiUgk8K2F991rcdUqTns9Web9pgOLwd
647094,41389,50.99,11,lFtodIAFC0l32ylbAdpfwgU8uOJRT7AaUn8r
647137,24591,53.75,1,Xv2P9rPreUROjvvtkqHWx9XJsi9XeaMSUeFETZGl6J
647157,32958,49.98,15,y9FrNZ1bbonxAPNuZKK6yzy34FXSv
647275,23658,42.94,8,EDBUk8AzXPPi1P7VFFyZKrZ0LsYffhn
647288,30569,93.85,3,mrDbUHkDOrpke9n1D5ya3hIQ
647300,37742,15.11,8,ccKYcelVmIpfiINHSRMZPYQPPery
647327,9359,68.58,7,jze71mzHEmqpOJnCgtyF5RjtaOtq4Rkka8hilg9PCS
647353,16683,20.91,1,QBveh0aRnoa06B77nMq3bW
647369,23951,70.57,14,hFJGgCdIttGV5FpL1bIiZxbCOJmtUlHXAp15Z8ej
647384,33877,57.57,6,Jhpp12YRAyzz3WXw5zFAZxmG2k7
647389,201,66.9,3,KK45iBwuuemRoQGPKxqigXZT2mgF0FpHi4g4UDN
647395,41585,77.68,1,DwO2USshrOdCcl5aCRed5erUKSWDFy4ayZHX1TRBxhTw6SCceF
647488,20243,21.88,13,rUydVzyYEabQfM3aA9U2NOgOU3kOWiL
647521,22464,15.13,10,7erIunCY1I0b59cuM6X65awLGxGerMa7q4P74YY
647563,6450,26.25,11,zSJOHkIGbR6XaDKS72zN
647625,25630,99.78,1,3G6qq0ze9QCfPY65d1UCrg03MtB5kVw7pFE3
647629,10159,93.7,5,XCxcuTR0NsDuXyr52zB3fK6pvU0OHRBHr
647641,12342,46.66,10,1CqWyuTPGb9LGMQJqnoWOJds
647647,40365,38.89,4,TYlZUp5aPj3XNuQExxK2VkPXhm6OLgz4ySaaLeRHHqBgM
647648,8085,68.0,7,2HtNUs12ogJc1BPTV0gTVvuLY0tPjEavFaQzZGrcL1fA
647674,19444,82.48,14,yOrOY3iKTsLxEZfxhbSdT1cL
647684,37825,27.34,8,h0xtJ09Gu7jRPz9cQOvRP0Mc0t2n9xOREm2IXfb
647705,20651,27.1,9,DdK2mVP1b2sjUcjpSrCnOJynMzOVwieQ68sMozBBMHt8HqbQT
647712,18121,98.37,7,4AtcbOcRVu9Sg3wP6uva4tNZNUIbe0G8rsGPtfaRzf
647732,5320,84.09,11,RWGcQHyYbTRmUEhhfxQyrdQIFAuQz0pMhJquvFLrRfkdT1U
647752,2806,20.2,8,zoc1sr1KVLZadWuTconWHa1sCGztep2P
647786,45311,39.76,13,YoEWBMmv2jX2l1QOyBpQdqqN1HNESPXUb
647807,25720,36.5,8,3w4DvYW2iBzybTf5WPWdxEpzg0dUqsFG
647816,11034,78.11,1,ztmxuPhrqcJtOmle7luf3jH0yycPm0itsTOsvu1eaLXGfUY
647882,10157,76.39,4,EhOLWudnjAalK2QpdGThzpA0di
647890,7419,30.48,15,ag15vBgG2Kovivl3Hm45i1pUjvuXTxbkRZzDVPxFVYLjBGnTx
647898,20570,79.2,4,rma3V2Rf35b2MXPv62X6tQB0Jr
647905,3324,61.01,1,QG61KL14wyDY9bdoNlKbxlgaSfx2HTBBgUvP
647933,11267,30.52,14,bvAHHWs32KBmR91H9ovKo2LBPFsLvef4VqpQxSOSZ8bV
647943,33979,93.89,14,tj04JYxzMsEuP2rHPKq5wHeJIwVP9jwnyhgn0
647947,17394,14.28,11,fAGToHF3JDSGiXm7jyIZPRQeaq6sSixK
647983,23230,98.49,3,ptolRs9j4On3O7VlnjkDcGiFB6K31zJ7GXKxTQeVvJRU
648070,10899,72.06,9,sM9DK40sZbznsigiLYl9Hz
648082,47571,20.91,9,RLDb07EwA1L2KMMZ2Z35f7HiVyTZdM0upuZ5qJPt2ivP8YIZ
648097,47910,63.52,12,mKw1U5ZkDrBEBEJhDIlorz5Kr4dZFSUYcUflv1
648101,47035,75.65,8,lmQyUvgYcT5aQL1Cqd17R9lCIemYpbEmLQ
648121,7503,64.27,15,hUhLAy4jMbesF8q1u7Okh3zn8sInLcgQRVH6iGY3FHE
648176,9745,80.44,6,HFvygsIBOeHqQd7u0Csg
648183,4094,30.06,9,hmz3wCTp0kQJNkpthCA1Bz9ju2i
648233,9734,81.26,2,dBmCWlYuAUW3F99k60v1vDQODiHotlk7ty1agLTeKboTHE1KlE
648252,30722,86.24,11,k92Qb3AdUxxp3UxWWihXU9fJG99BIGROS8uqRwsfmvacXt6R
648304,29124,21.15,15,7RAx7kucjnEXy7xMetYM9WZWSlCqPjQ0KWPlf8DlxlxL
648320,28913,90.14,12,4UQh1hconQ3ZsEhoJq3xsG3sSQiXMF2MGRDJy9Khb9Xi
648326,10300,30.73,9,eBFPRKUEdJ5fkqvWm5zCHv4mwIVzMe9CcM2jI
648349,28514,24.8,12,ywvadlfOKjvX7sFfkXV195AlFKsNG3aGWqMLdTCk7s
648364,30662,26.09,4,Dm2uBkoNkd5c94pByd9II4
648377,1418,37.89,12,aO5l38ELjnPBic4Cjl7GAvjx118V
648405,34747,57.83,6,EHy1ZdtWLzTPcUJ0GSSuJ16t6TSZpE5kMdJCwPvHMWluJlOsl
648428,4393,74.77,15,v9FQukOV5ZoDNZE38BmJjDYwAmUEyCjY7OhksjBiVq8kvBvir
648460,1329,90.58,15,QWabkfzuQJ9vhVFs2FpRc4uWMM8xh1nQ21WbXMs0bNK0yZ
648483,6783,87.38,8,L3Z8wcJ6uZvhBmvOOzURdZXLkpjthpchwCiJ2iV
648503,23766,38.08,1,wDFkdWecCfoOeFnbW3dbl48dfaS9kmWn9H4JzLltEEq
648508,9200,27.66,9,q9wVl9rO1nxWmWpl1FHDnW2JW9Ge1xpSz0Ps
648549,33357,80.68,11,EItWZIoHn97F6U5scbwIIc1pLqSqHrgWkMHfCrn7qir7Hb
648570,27860,93.34,4,66wZShq8GfbAyUV9s9SL5V8SxU
648578,1831,16.66,6,BSvsmabrMovSFtrDNr3pYjxoLaPzp5oQsN8Nu
648588,25533,14.51,15,qC7sDhPQW3eGVxs898OLdIC3YRhadS8LOEGKZibPPaoGB2Tp
648589,38391,82.13,15,tTexNCGiAZAeBayp0yJv6sjXaIdEArnJvD
648623,46721,90.26,3,MPNzl4rBezX0vgBeXG3ZkJ2qO3RvW4AnYYozXDduwepHT
648632,24001,25.09,2,OMM589Meon66wnBbMLuveP
648716,44838,15.13,3,yMv91IO3LgiAABql7QewfL84gZN6b6kvqkIQvQ4c2h
648732,27695,58.25,8,Pj4xHDwpRRDcbu3JF67orQAJT6wLOS3i6C6VS1s5PFtL
648750,9235,74.41,15,JovaCzBehR21SUsFjclWzmoysl
648759,48284,74.27,13,GRenPoiZLWbUcjcWipHq8L0
648772,15497,35.83,15,j47gsUxQH7K1Lnj3AKhJ9H7wnv7xkFC
648779,35057,69.32,9,GfElLXgUK2gdjKIlI35u3larQJYcWGQVOu6NHXrjG
648815,38669,21.16,1,1Q1qdiza7PAG1An5dMEf2w
648839,14599,57.43,15,8wffJPUftCMnDiwSlceldXk62Xofh1q6EFINg
648848,19787,93.81,15,M07pmkx28B22037pUWXQQ0D57HgdqAQs2l9
648873,16541,45.89,4,tpoE7cetNeio0RmgMMpmZArYv5
648885,14161,40.64,15,IBNArE7M23ubnFBJu0KWkM
648889,39488,74.89,11,Usj5KhMZmsES5PE62euIsot3UWc
648897,6820,53.16,5,VuwOjxVlWvAfcaQhM6UVlTY4a4afB4mLwDG1Tqv6r
648950,17761,92.53,7,TkPK4MFLdbY8yjIkxM7IRcCruwOjpGA04ZXTBXn
649051,26373,30.14,9,qQMcc7yDDWT9lN18JibOA0WytizNFTkq8Ll
649054,4302,35.71,11,qnaFTwWib5Qr7bH4Ix7poHNDP52tgGVS6L32OrW2G
649083,10211,82.91,6,zvTD2noCdDy8KSjLjLrAi8K0yCHRfMe1KLgZ3H1TUoUKPCsZJ
649086,46362,83.62,7,tMWIa4yl1TsFZqOKpiRHE0
649087,6354,50.37,3,mrNDfRToSprWHgpTdSi1KpPnemJP2ZpedSw0XKXZ47an
649162,3948,57.82,3,a1GaBcJ1rfOlyA7m2eY7EQo9NEkGjtb
649167,49535,68.57,7,vZ48NLMXogQLXp0aE9llMiABeSA8FHWd6jrM3dGg
649213,16973,33.67,12,SmLVYK37mLjiWrcXApCSdHyqR30Sng
649231,3989,21.94,7,nwhw012GJ8i3e3Zjat9g8pBAex7OJrYrNBC
649241,30484,82.53,6,tG1Wcnqz8QV5gTwleZchd544mMWLgyJzNwyLMM1Oc
649264,4189,84.44,6,MEaMMCZK4IIC3A15GJBdeGLYl8DgJJ4IL6
649281,31410,35.7,9,7tlk7RnyTIbqmqTwPiM4jOxkCbF8Fn1LGD
649282,9015,39.55,6,M7FXYEvbWGBGLSSLBHlqzpzu
649287,8944,76.81,1,vlKC83eNfbSmvsJW2OvJyw7Piv1
649306,49478,81.04,12,juvRr0MVpgstxtUUBXYnAMtE5PoiELAAMmCn
649310,14480,56.53,3,tVKBLfbzUjWdiFEYF1M9XPrdUqeo
649320,34219,12.41,6,qJ24Vrv1GYjvLETCW5Ocde468
649339,6193,54.2,1,aaNTf981QqWqGKwVNNtSkYIy3fF2co50bmJdz
649357,10570,20.95,15,03QgT2EJDPUVKn30PmtG4nPX9GyjfTIRm9gIE
649387,16824,95.35,14,CuV2KnIE4JKXTeGpFZj7K9wwa5Coq68BBea09
649403,36892,86.03,5,4J83XlKaeoXS2xpyiloGypmrJigsg6P
649405,40746,74.53,15,M09mO3DONGTd0rLBkIBS2vmYlhilPMDUTJIPhab
649435,21218,57.35,15,bUkyT71SC3ztBrpgNbrji0
649437,27335,71.81,2,i0h73odg1Fungc4TJiC90R6Uf5GVD
649450,31436,55.49,13,ooOBqjllHUnCPNJ0VTGmmGoGR53916PqpM3eglSX6Y
649474,8093,98.73,8,UnkhdYyrpcab67Hedc4G2jYYfYrtB4J2uv10C4KatJw
649475,43007,45.27,5,ueaWpo5RnUtgvMcr5c8QYBUwS942iL35D
649545,41130,71.89,10,ord0L4iFOVTfV8nViyG3ggBXi
649553,6327,68.93,12,j2eat5DB0vcubp0QueBtEi1s219vWtmVTuQvSkmEd01Q3
649566,24644,94.74,7,eh9F4zUGVOmkmS17Q6A8kmQ
649567,13496,58.2,11,3FGUGT2dvil1oz6syal4J
649606,37555,39.6,2,zqZ7iKQrRIm1902tZLatYCPVvxh9AYvlG
649608,12504,21.01,11,x2Zx9rC83eDyrXaEFn6VI4pM7BEM7LDc7xywR5H9lJmz1WV
649612,22932,21.84,2,UG4XWuFjQe6ZorKJHpJkZXGB6amteGhZKGLnmBEwnfefHt
649623,16146,28.89,1,6PTfEknqlkuG5TihfSCSrGVDDBRLnuiZyevCaBc3Y
649630,33480,55.47,4,TZFn3LzqvZzuvDRbo5RoIeqfhn0
649645,45998,23.33,3,02XVdrFtjRZwzz99PFeuqpBRqH0KyqNrFeTWa6d7
649661,45328,53.78,4,wJRezcmtMPTSV1QwRifsp8Vcx84N22lOKcbTF0qzd
649665,4721,22.31,4,l84zTIsDX5YEaO7FLhCgy9sLY
649671,43960,45.92,10,gKROoZFXlNzOMlyQuatUXGhA77BCxGXfF
649675,7452,55.64,13,eDvaQewddXwuq7aU0CdNs1ZlVePd7GAzyq
649682,36717,83.03,9,vQmN7JeRQIppBGhDJsFcHcucskI
649688,31553,25.0,12,8pw89kFsAUgP8egWtQDwDmRw8zycraj
649696,7389,86.12,3,FwiZZWL4GvCLE23laEnCPcvNE3esoychzFXq542kJ7NP
649709,923,71.5,15,CJj1h1zaiudHG1pWtM94iqCofLOIy1tat3IYDH6UikS7838P
649766,30274,81.42,6,08McPlT670uJJCZlRg7GzQb2MlXE69wMqgMJGs6FJF4
649782,5123,24.52,10,1aDKMwflwr7emPmemiESsWHxlzwa3
649785,46928,65.51,8,eEEIOsdX8yBzPK2rZH8GKurNvVsijiV0hheVUla0jXGWTje
649847,32982,30.5,8,X0CoXvAPIorNQ6P1LZjrxLJdHmLruG
649856,44902,35.33,4,P1bdpt4KSiQXkOkloidjp3LUq2kYhhsEf
649862,49644,91.06,8,xBnlr6aNr5SqDUKjgF293GL0
649901,10253,64.94,6,tIE8NUgILYuKP6pVyPNIpj1VIqHd4yPvIYkOzX2CVv
